1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.115691175860693996e+01 1.115691175860693996e+01
1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000000e+00 1.000000000000000056e-01 1.115691175860693996e+01 6.487183141032374145e+00
1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000000e+01 1.000000000000000056e-01 1.115691175860693996e+01 9.701552727285401856e-01
1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000000e+00 1.115691175860693996e+01 7.720834282891178901e+00
1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.115691175860693996e+01 5.367290681335433966e+00
1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000000e+01 1.000000000000000000e+00 1.115691175860693996e+01 9.661529760290814561e-01
1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000000e+01 1.115691175860693996e+01 3.269772523999102898e+00
1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000000e+00 1.000000000000000000e+01 1.115691175860693996e+01 2.417942246159539010e+00
1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000000e+01 1.000000000000000000e+01 1.115691175860693996e+01 7.746814483967066067e-01
1.000000000000000000e+00 1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000056e-01 6.691543904548910682e+00 1.067049448327646033e+01
1.000000000000000000e+00 1.000000000000000056e-01 1.000000000000000000e+00 1.000000000000000056e-01 6.691543904548910682e+00 6.691543904548910682e+00
1.000000000000000000e+00 1.000000000000000056e-01 1.000000000000000000e+01 1.000000000000000056e-01 6.691543904548910682e+00 1.101131189135044153e+00
1.000000000000000000e+00 1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000000e+00 6.691543904548910682e+00 7.363119168913075718e+00
1.000000000000000000e+00 1.000000000000000056e-01 1.000000000000000000e+00 1.000000000000000000e+00 6.691543904548910682e+00 5.468985660889407185e+00
1.000000000000000000e+00 1.000000000000000056e-01 1.000000000000000000e+01 1.000000000000000000e+00 6.691543904548910682e+00 1.095850067129383820e+00
1.000000000000000000e+00 1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000000e+01 6.691543904548910682e+00 3.027991165627550885e+00
